geography,device_type_code,id,device_type_description,array_name,upload_id,cpu_util,latency_capacity,data_mover_capacity,tier,price_per_gb,ttl_iops,ttl_latency,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
,VMAX_DEVICE,90838,EMC VMax Device,VMAX-197801527,152109,100.0,10.0,-1.0,1,$3.00 ,1428.0,0.0,77.19,195.23,39.54,78.13,137,1558
,V7000_DEVICE,90994,IBM V7000 Device,STGCLD02,152341,100.0,10.0,-1.0,1,$1.75 ,9842.41,0.12,62.74,197.38,31.79,542.21,137,1560
,V7000_DEVICE,90997,IBM V7000 Device,STGCLD03,152342,100.0,10.0,-1.0,1,$1.75 ,18387.78,0.96,154.78,202.06,76.6,434.77,137,1560
,VMAX_DEVICE,90995,EMC VMax Device,VMAX-197801529,152353,100.0,10.0,-1.0,1,$3.00 ,47124.75,0.0,121.32,192.12,63.15,125.37,137,1560
,VMAX_DEVICE,90996,EMC VMax Device,VMAX-197801527,152354,100.0,10.0,-1.0,1,$3.00 ,1498.75,0.0,76.98,195.13,39.45,78.01,137,1560
,V7000_DEVICE,91510,IBM V7000 Device,STGCLD02,153237,100.0,10.0,-1.0,1,$1.75 ,11265.94,0.11,62.73,197.36,31.78,542.21,137,1562
,V7000_DEVICE,91513,IBM V7000 Device,STGCLD03,153238,100.0,10.0,-1.0,1,$1.75 ,20235.43,0.87,154.55,202.07,76.48,434.77,137,1562
,VMAX_DEVICE,91511,EMC VMax Device,VMAX-197801529,153259,100.0,10.0,-1.0,1,$3.00 ,42671.5,0.0,124.28,192.55,64.54,127.89,137,1562
,VMAX_DEVICE,91512,EMC VMax Device,VMAX-197801527,153260,100.0,10.0,-1.0,1,$3.00 ,1415.75,0.0,78.28,195.25,40.09,79.18,137,1562
,V7000_DEVICE,92122,IBM V7000 Device,STGCLD02,154289,100.0,10.0,-1.0,1,$1.75 ,7596.66,0.26,62.75,197.36,31.8,542.21,137,1565
,V7000_DEVICE,92127,IBM V7000 Device,STGCLD03,154290,100.0,10.0,-1.0,1,$1.75 ,17439.85,0.92,153.78,202.06,76.11,434.77,137,1565
,VMAX_DEVICE,92125,EMC VMax Device,VMAX-197801527,154312,100.0,10.0,-1.0,1,$3.00 ,1377.17,0.0,77.48,195.12,39.71,78.52,137,1565
,VMAX_DEVICE,92129,EMC VMax Device,VMAX-197801529,154322,100.0,10.0,-1.0,1,$3.00 ,46539.92,0.0,122.5,192.39,63.67,126.28,137,1565
,V7000_DEVICE,92429,IBM V7000 Device,STGCLD02,154983,100.0,10.0,-1.0,1,$1.75 ,7982.51,0.15,62.75,197.38,31.79,542.21,137,1567
,V7000_DEVICE,92433,IBM V7000 Device,STGCLD03,154984,100.0,10.0,-1.0,1,$1.75 ,16138.61,0.67,154.56,202.05,76.5,434.77,137,1567
,VMAX_DEVICE,92430,EMC VMax Device,VMAX-197801529,155006,100.0,10.0,-1.0,1,$3.00 ,44717.17,0.0,121.61,192.04,63.33,125.73,137,1567
,VMAX_DEVICE,92431,EMC VMax Device,VMAX-197801527,155007,100.0,10.0,-1.0,1,$3.00 ,1414.5,0.0,77.62,195.1,39.78,78.67,137,1567
,V7000_DEVICE,92811,IBM V7000 Device,STGCLD02,155649,100.0,10.0,-1.0,1,$1.75 ,12395.31,0.13,62.77,197.37,31.8,542.21,137,1569
,V7000_DEVICE,92818,IBM V7000 Device,STGCLD03,155650,100.0,10.0,-1.0,1,$1.75 ,21635.08,0.98,154.7,202.06,76.56,434.77,137,1569
,VMAX_DEVICE,92996,EMC VMax Device,VMAX-197801527,156019,100.0,10.0,-1.0,1,$3.00 ,1356.75,0.0,78.81,195.27,40.36,79.7,137,1569
,VMAX_DEVICE,92997,EMC VMax Device,VMAX-197801529,156020,100.0,10.0,-1.0,1,$3.00 ,40819.92,0.0,123.19,192.46,64.01,126.89,137,1569
,V7000_DEVICE,93474,IBM V7000 Device,STGCLD03,156848,100.0,10.0,-1.0,1,$1.75 ,16380.75,0.93,154.0,202.06,76.21,434.77,137,1572
,V7000_DEVICE,93507,IBM V7000 Device,STGCLD02,156892,100.0,10.0,-1.0,1,$1.75 ,8010.08,0.19,62.81,197.37,31.82,542.21,137,1572
,VMAX_DEVICE,93472,EMC VMax Device,VMAX-197801529,156864,100.0,10.0,-1.0,1,$3.00 ,51086.92,0.0,121.87,192.28,63.38,125.75,137,1572
,VMAX_DEVICE,93471,EMC VMax Device,VMAX-197801527,156865,100.0,10.0,-1.0,1,$3.00 ,1415.67,0.0,78.23,195.17,40.09,79.22,137,1572
,V7000_DEVICE,93826,IBM V7000 Device,STGCLD02,157489,100.0,10.0,-1.0,1,$1.75 ,9193.54,0.12,62.82,197.37,31.83,542.21,137,1574
,V7000_DEVICE,93828,IBM V7000 Device,STGCLD03,157491,100.0,10.0,-1.0,1,$1.75 ,17269.34,1.13,154.51,202.06,76.47,434.77,137,1574
,VMAX_DEVICE,93827,EMC VMax Device,VMAX-197801527,157516,100.0,10.0,-1.0,1,$3.00 ,1503.0,0.0,77.95,195.1,39.95,79.0,137,1574
,V7000_DEVICE,94207,IBM V7000 Device,STGCLD03,158286,100.0,10.0,-1.0,1,$1.75 ,21014.47,0.96,154.58,202.06,76.5,434.77,137,1576
,V7000_DEVICE,94327,IBM V7000 Device,STGCLD02,158532,100.0,10.0,-1.0,1,$1.75 ,11650.14,0.12,62.86,197.37,31.85,542.21,137,1576
,VMAX_DEVICE,94205,EMC VMax Device,VMAX-197801529,158309,100.0,10.0,-1.0,1,$3.00 ,42593.25,0.0,124.14,192.48,64.5,127.82,137,1576
,VMAX_DEVICE,94206,EMC VMax Device,VMAX-197801527,158310,100.0,10.0,-1.0,1,$3.00 ,1434.5,0.0,79.19,195.29,40.55,80.06,137,1576
,V7000_DEVICE,94929,IBM V7000 Device,STGCLD02,159560,100.0,10.0,-1.0,1,$1.75 ,8294.14,0.23,62.95,197.37,31.89,542.21,137,1579
,V7000_DEVICE,94933,IBM V7000 Device,STGCLD03,159561,100.0,10.0,-1.0,1,$1.75 ,16724.02,0.87,155.2,202.06,76.81,434.77,137,1579
,VMAX_DEVICE,94935,EMC VMax Device,VMAX-197801529,159591,100.0,10.0,-1.0,1,$3.00 ,53934.58,0.0,124.74,192.48,64.81,128.42,137,1579
,VMAX_DEVICE,94932,EMC VMax Device,VMAX-197801527,159580,100.0,10.0,-1.0,1,$3.00 ,1636.25,0.0,77.17,195.0,39.57,78.32,137,1579
,V7000_DEVICE,95415,IBM V7000 Device,STGCLD02,160314,100.0,10.0,-1.0,1,$1.75 ,7750.15,0.12,62.89,197.37,31.86,542.21,137,1581
,V7000_DEVICE,95418,IBM V7000 Device,STGCLD03,160315,100.0,10.0,-1.0,1,$1.75 ,9013.55,1.33,154.55,202.06,76.49,434.77,137,1581
,VMAX_DEVICE,95416,EMC VMax Device,VMAX-197801529,160330,100.0,10.0,-1.0,1,$3.00 ,49082.42,0.0,123.23,192.03,64.17,127.36,137,1581
,VMAX_DEVICE,95417,EMC VMax Device,VMAX-197801527,160331,100.0,10.0,-1.0,1,$3.00 ,1478.25,0.0,77.56,194.99,39.78,78.72,137,1581
,V7000_DEVICE,95851,IBM V7000 Device,STGCLD02,161072,100.0,10.0,-1.0,1,$1.75 ,14359.14,0.12,62.88,197.38,31.86,542.21,137,1583
,V7000_DEVICE,95853,IBM V7000 Device,STGCLD03,161073,100.0,10.0,-1.0,1,$1.75 ,31315.49,0.88,154.97,202.06,76.69,434.77,137,1583
,VMAX_DEVICE,95852,EMC VMax Device,VMAX-197801527,161094,100.0,10.0,-1.0,1,$3.00 ,1695.5,0.0,79.31,195.16,40.64,80.31,137,1583
,V7000_DEVICE,96464,IBM V7000 Device,STGCLD02,162155,100.0,10.0,-1.0,1,$1.75 ,7780.15,0.27,63.54,197.38,32.19,542.21,137,1586
,V7000_DEVICE,96470,IBM V7000 Device,STGCLD03,162179,100.0,10.0,-1.0,1,$1.75 ,14584.33,1.15,154.17,202.06,76.3,434.77,137,1586
,VMAX_DEVICE,98215,EMC VMax Device,VMAX-197801529,165304,100.0,10.0,-1.0,1,$3.00 ,47279.05,0.0,125.49,192.25,65.27,129.4,137,1586
,VMAX_DEVICE,98210,EMC VMax Device,VMAX-197801527,165300,100.0,10.0,-1.0,1,$3.00 ,1251.38,0.0,79.09,195.12,40.53,80.13,137,1586
,V7000_DEVICE,96787,IBM V7000 Device,STGCLD02,162730,100.0,10.0,-1.0,1,$1.75 ,9253.53,0.12,63.54,197.38,32.19,542.21,137,1588
,V7000_DEVICE,96790,IBM V7000 Device,STGCLD03,162731,100.0,10.0,-1.0,1,$1.75 ,10110.06,1.12,154.67,202.06,76.55,434.77,137,1588
,VMAX_DEVICE,98213,EMC VMax Device,VMAX-197801529,165302,100.0,10.0,-1.0,1,$3.00 ,41581.3,0.0,124.74,191.94,64.99,128.95,137,1588
,VMAX_DEVICE,98214,EMC VMax Device,VMAX-197801527,165303,100.0,10.0,-1.0,1,$3.00 ,1362.26,0.0,78.79,195.05,40.4,79.9,137,1588
,V7000_DEVICE,97190,IBM V7000 Device,STGCLD02,163413,100.0,10.0,-1.0,1,$1.75 ,11495.96,0.12,63.58,197.36,32.22,542.21,137,1590
,V7000_DEVICE,97193,IBM V7000 Device,STGCLD03,163414,100.0,10.0,-1.0,1,$1.75 ,22481.03,1.52,154.63,202.06,76.52,434.77,137,1590
,VMAX_DEVICE,98211,EMC VMax Device,VMAX-197801529,165301,100.0,10.0,-1.0,1,$3.00 ,37200.76,0.0,126.4,192.33,65.72,130.23,137,1590
,VMAX_DEVICE,98209,EMC VMax Device,VMAX-197801527,165299,100.0,10.0,-1.0,1,$3.00 ,1484.93,0.0,80.05,195.2,41.01,81.01,137,1590
,V7000_DEVICE,97820,IBM V7000 Device,STGCLD02,164589,100.0,10.0,-1.0,1,$1.75 ,7191.24,0.21,63.57,197.37,32.21,542.21,137,1593
,V7000_DEVICE,97826,IBM V7000 Device,STGCLD03,164591,100.0,10.0,-1.0,1,$1.75 ,11345.22,1.16,154.17,202.06,76.3,434.77,137,1593
,VMAX_DEVICE,98264,EMC VMax Device,VMAX-197801527,165370,100.0,10.0,-1.0,1,$3.00 ,1292.39,0.0,78.43,194.84,40.25,79.74,137,1593
,VMAX_DEVICE,98265,EMC VMax Device,VMAX-197801529,165371,100.0,10.0,-1.0,1,$3.00 ,47896.95,0.0,126.83,192.3,65.96,130.69,137,1593
,V7000_DEVICE,98148,IBM V7000 Device,STGCLD02,165076,100.0,10.0,-1.0,1,$1.75 ,8292.97,0.1,63.57,197.37,32.21,542.21,137,1595
,V7000_DEVICE,98167,IBM V7000 Device,STGCLD03,165077,100.0,10.0,-1.0,1,$1.75 ,12850.71,1.01,154.92,202.06,76.67,434.77,137,1595
,VMAX_DEVICE,98178,EMC VMax Device,VMAX-197801529,165247,100.0,10.0,-1.0,1,$3.00 ,40892.29,0.0,126.0,192.0,65.63,130.16,137,1595
,VMAX_DEVICE,98175,EMC VMax Device,VMAX-197801527,165246,100.0,10.0,-1.0,1,$3.00 ,1429.31,0.0,79.42,195.03,40.72,80.54,137,1595
,V7000_DEVICE,98582,IBM V7000 Device,STGCLD03,165928,100.0,10.0,-1.0,1,$1.75 ,15842.66,1.21,154.63,202.06,76.52,434.77,137,1597
,V7000_DEVICE,98583,IBM V7000 Device,STGCLD02,165949,100.0,10.0,-1.0,1,$1.75 ,11181.09,0.12,63.58,197.36,32.22,542.21,137,1597
,VMAX_DEVICE,98581,EMC VMax Device,VMAX-197801527,165951,100.0,10.0,-1.0,1,$3.00 ,1599.72,0.0,78.46,194.6,40.32,80.02,137,1597
,VMAX_DEVICE,98580,EMC VMax Device,VMAX-197801529,165950,100.0,10.0,-1.0,1,$3.00 ,37909.1,0.0,129.47,192.32,67.32,133.31,137,1597
,V7000_DEVICE,99206,IBM V7000 Device,STGCLD02,167000,100.0,10.0,-1.0,1,$1.75 ,8629.35,0.2,60.18,197.37,30.49,527.87,137,1600
,V7000_DEVICE,99218,IBM V7000 Device,STGCLD03,167001,100.0,10.0,-1.0,1,$1.75 ,17670.81,1.08,151.85,202.06,75.15,425.56,137,1600
,VMAX_DEVICE,99215,EMC VMax Device,VMAX-197801529,167068,100.0,10.0,-1.0,1,$3.00 ,46112.99,0.0,128.51,192.22,66.86,132.45,137,1600
,VMAX_DEVICE,99216,EMC VMax Device,VMAX-197801527,167069,100.0,10.0,-1.0,1,$3.00 ,1281.23,0.0,78.88,194.65,40.53,80.4,137,1600
,V7000_DEVICE,99506,IBM V7000 Device,STGCLD03,167600,100.0,10.0,-1.0,1,$1.75 ,9061.7,1.02,151.45,202.06,74.95,425.56,137,1602
,VMAX_DEVICE,99504,EMC VMax Device,VMAX-197801529,167624,100.0,10.0,-1.0,1,$3.00 ,42190.1,0.0,127.51,191.82,66.47,131.84,137,1602
,VMAX_DEVICE,99505,EMC VMax Device,VMAX-197801527,167625,100.0,10.0,-1.0,1,$3.00 ,1349.18,0.0,78.89,194.7,40.52,80.35,137,1602
,V7000_DEVICE,99888,IBM V7000 Device,STGCLD02,168333,100.0,10.0,-1.0,1,$1.75 ,10502.47,0.12,60.26,197.37,30.53,527.87,137,1604
,V7000_DEVICE,99889,IBM V7000 Device,STGCLD03,168334,100.0,10.0,-1.0,1,$1.75 ,15023.07,1.21,151.58,202.06,75.02,425.56,137,1604
,VMAX_DEVICE,99886,EMC VMax Device,VMAX-197801529,168356,100.0,10.0,-1.0,1,$3.00 ,37684.72,0.0,129.81,192.27,67.52,133.71,137,1604
,VMAX_DEVICE,99887,EMC VMax Device,VMAX-197801527,168357,100.0,10.0,-1.0,1,$3.00 ,1254.84,0.0,78.22,194.93,40.13,79.45,137,1604
,V7000_DEVICE,100502,IBM V7000 Device,STGCLD02,169424,100.0,10.0,-1.0,1,$1.75 ,10488.03,0.19,60.25,197.37,30.53,527.87,137,1607
,V7000_DEVICE,100508,IBM V7000 Device,STGCLD03,169425,100.0,10.0,-1.0,1,$1.75 ,16154.69,0.91,151.13,202.06,74.79,425.56,137,1607
,VMAX_DEVICE,100506,EMC VMax Device,VMAX-197801527,169441,100.0,10.0,-1.0,1,$3.00 ,1187.58,0.0,78.41,195.26,40.16,79.3,137,1607
,VMAX_DEVICE,100507,EMC VMax Device,VMAX-197801529,169440,100.0,10.0,-1.0,1,$3.00 ,44353.24,0.0,125.5,192.33,65.25,129.33,137,1607
,V7000_DEVICE,100845,IBM V7000 Device,STGCLD02,170045,100.0,10.0,-1.0,1,$1.75 ,4305.13,0.09,60.36,197.37,30.58,527.87,137,1609
,V7000_DEVICE,100848,IBM V7000 Device,STGCLD03,170046,100.0,10.0,-1.0,1,$1.75 ,13741.03,1.06,150.94,202.06,74.7,425.56,137,1609
,VMAX_DEVICE,100846,EMC VMax Device,VMAX-197801529,170059,100.0,10.0,-1.0,1,$3.00 ,35558.02,0.0,124.68,192.1,64.9,128.74,137,1609
,VMAX_DEVICE,100847,EMC VMax Device,VMAX-197801527,170060,100.0,10.0,-1.0,1,$3.00 ,1084.65,0.0,76.6,195.16,39.25,77.59,137,1609
,V7000_DEVICE,101228,IBM V7000 Device,STGCLD02,170696,100.0,10.0,-1.0,1,$1.75 ,9681.41,0.12,60.38,197.37,30.59,527.87,137,1611
,V7000_DEVICE,101231,IBM V7000 Device,STGCLD03,170697,100.0,10.0,-1.0,1,$1.75 ,15400.44,0.87,151.62,202.06,75.04,425.56,137,1611
,VMAX_DEVICE,101230,EMC VMax Device,VMAX-197801527,170717,100.0,10.0,-1.0,1,$3.00 ,1370.49,0.0,77.64,195.3,39.75,78.5,137,1611
,VMAX_DEVICE,101229,EMC VMax Device,VMAX-197801529,170716,100.0,10.0,-1.0,1,$3.00 ,36494.99,0.0,126.51,192.39,65.76,130.28,137,1611
,V7000_DEVICE,101930,IBM V7000 Device,STGCLD02,171660,100.0,10.0,-1.0,1,$1.75 ,10358.14,0.2,60.41,197.37,30.61,527.87,137,1614
,V7000_DEVICE,101935,IBM V7000 Device,STGCLD03,171661,100.0,10.0,-1.0,1,$1.75 ,19898.47,1.09,151.33,202.06,74.89,425.56,137,1614
,VMAX_DEVICE,101934,EMC VMax Device,VMAX-197801529,171677,100.0,10.0,-1.0,1,$3.00 ,48967.63,0.0,126.47,192.31,65.76,130.31,137,1614
,VMAX_DEVICE,101936,EMC VMax Device,VMAX-197801527,171678,100.0,10.0,-1.0,1,$3.00 ,1271.09,0.0,78.04,195.3,39.96,78.9,137,1614
,V7000_DEVICE,102260,IBM V7000 Device,STGCLD02,172060,100.0,10.0,-1.0,1,$1.75 ,8874.56,0.11,60.45,197.37,30.63,527.87,137,1616
,V7000_DEVICE,102263,IBM V7000 Device,STGCLD03,172061,100.0,10.0,-1.0,1,$1.75 ,15066.34,1.19,151.7,202.06,75.08,425.56,137,1616
,VMAX_DEVICE,102261,EMC VMax Device,VMAX-197801529,172068,100.0,10.0,-1.0,1,$3.00 ,41363.73,0.0,126.25,192.09,65.73,130.33,137,1616
,VMAX_DEVICE,102262,EMC VMax Device,VMAX-197801527,172069,100.0,10.0,-1.0,1,$3.00 ,1472.03,0.0,78.34,195.3,40.12,79.21,137,1616
,V7000_DEVICE,102664,IBM V7000 Device,STGCLD02,172525,100.0,10.0,-1.0,1,$1.75 ,11951.17,0.13,61.0,197.37,30.91,527.87,137,1618
,V7000_DEVICE,102667,IBM V7000 Device,STGCLD03,172526,100.0,10.0,-1.0,1,$1.75 ,18267.87,0.87,152.12,202.06,75.29,425.56,137,1618
,VMAX_DEVICE,102668,EMC VMax Device,VMAX-197801527,172535,100.0,10.0,-1.0,1,$3.00 ,1350.31,0.0,79.32,195.45,40.58,80.03,137,1618
,VMAX_DEVICE,102666,EMC VMax Device,VMAX-197801529,172534,100.0,10.0,-1.0,1,$3.00 ,37341.71,0.0,129.33,192.35,67.24,133.14,137,1618
,V7000_DEVICE,103281,IBM V7000 Device,STGCLD02,173226,100.0,10.0,-1.0,1,$1.75 ,5430.33,0.23,60.99,197.37,30.9,527.87,137,1621
,V7000_DEVICE,103284,IBM V7000 Device,STGCLD03,173227,100.0,10.0,-1.0,1,$1.75 ,10644.33,1.57,151.71,202.06,75.08,425.56,137,1621
,VMAX_DEVICE,103283,EMC VMax Device,VMAX-197801527,173239,100.0,10.0,-1.0,1,$3.00 ,1263.23,0.0,77.7,195.27,39.79,78.59,137,1621
,VMAX_DEVICE,103282,EMC VMax Device,VMAX-197801529,173238,100.0,10.0,-1.0,1,$3.00 ,46488.41,0.0,129.93,192.36,67.54,133.73,137,1621
,V7000_DEVICE,103599,IBM V7000 Device,STGCLD02,173603,100.0,10.0,-1.0,1,$1.75 ,9307.34,0.11,60.99,197.37,30.9,527.87,137,1623
,V7000_DEVICE,103601,IBM V7000 Device,STGCLD03,173604,100.0,10.0,-1.0,1,$1.75 ,13000.35,1.0,152.52,202.06,75.48,425.56,137,1623
,VMAX_DEVICE,103600,EMC VMax Device,VMAX-197801529,173614,100.0,10.0,-1.0,1,$3.00 ,41488.22,0.0,128.94,192.13,67.11,132.96,137,1623
,V7000_DEVICE,103992,IBM V7000 Device,STGCLD02,174053,100.0,10.0,-1.0,1,$1.75 ,11912.62,0.11,61.04,197.37,30.93,527.87,137,1625
,V7000_DEVICE,103995,IBM V7000 Device,STGCLD03,174054,100.0,10.0,-1.0,1,$1.75 ,17904.32,1.1,152.18,202.06,75.32,425.56,137,1625
,VMAX_DEVICE,103994,EMC VMax Device,VMAX-197801527,174069,100.0,10.0,-1.0,1,$3.00 ,1380.36,0.0,79.34,195.35,40.61,80.14,137,1625
,VMAX_DEVICE,103993,EMC VMax Device,VMAX-197801529,174068,100.0,10.0,-1.0,1,$3.00 ,38926.25,0.0,138.06,192.51,71.71,141.71,137,1625
,V7000_DEVICE,104624,IBM V7000 Device,STGCLD02,174801,100.0,10.0,-1.0,1,$1.75 ,9800.15,0.2,60.73,197.37,30.77,534.01,137,1628
,V7000_DEVICE,104627,IBM V7000 Device,STGCLD03,174802,100.0,10.0,-1.0,1,$1.75 ,14920.26,0.94,154.4,202.06,76.41,434.77,137,1628
,VMAX_DEVICE,104625,EMC VMax Device,VMAX-197801529,174846,100.0,10.0,-1.0,1,$3.00 ,46016.23,0.0,129.64,192.38,67.38,133.41,137,1628
,VMAX_DEVICE,104626,EMC VMax Device,VMAX-197801527,174847,100.0,10.0,-1.0,1,$3.00 ,1175.73,0.0,78.83,195.32,40.36,79.67,137,1628
,V7000_DEVICE,104952,IBM V7000 Device,STGCLD02,175248,100.0,10.0,-1.0,1,$1.75 ,8935.83,0.11,61.1,197.37,30.96,534.01,137,1630
,V7000_DEVICE,104955,IBM V7000 Device,STGCLD03,175250,100.0,10.0,-1.0,1,$1.75 ,11207.92,1.01,154.85,202.06,76.64,434.77,137,1630
,VMAX_DEVICE,104953,EMC VMax Device,VMAX-197801529,175260,100.0,10.0,-1.0,1,$3.00 ,41115.5,0.0,130.61,192.2,67.96,134.57,137,1630
,VMAX_DEVICE,104954,EMC VMax Device,VMAX-197801527,175261,100.0,10.0,-1.0,1,$3.00 ,1363.89,0.0,78.74,195.28,40.32,79.62,137,1630
,V7000_DEVICE,105402,IBM V7000 Device,STGCLD02,175752,100.0,10.0,-1.0,1,$1.75 ,10594.79,0.13,61.04,197.37,30.93,534.01,137,1632
,V7000_DEVICE,105405,IBM V7000 Device,STGCLD03,175753,100.0,10.0,-1.0,1,$1.75 ,14813.78,1.13,154.88,202.06,76.65,434.77,137,1632
,VMAX_DEVICE,105403,EMC VMax Device,VMAX-197801529,175805,100.0,10.0,-1.0,1,$3.00 ,36219.47,0.0,131.57,192.41,68.38,135.32,137,1632
,VMAX_DEVICE,105404,EMC VMax Device,VMAX-197801527,175806,100.0,10.0,-1.0,1,$3.00 ,1315.97,0.0,79.74,195.43,40.8,80.46,137,1632
,V7000_DEVICE,106091,IBM V7000 Device,STGCLD02,176592,100.0,10.0,-1.0,1,$1.75 ,6816.73,0.23,61.06,197.37,30.93,534.01,137,1635
,V7000_DEVICE,106094,IBM V7000 Device,STGCLD03,176593,100.0,10.0,-1.0,1,$1.75 ,11682.25,1.34,155.44,202.06,76.93,434.77,137,1635
,VMAX_DEVICE,106092,EMC VMax Device,VMAX-197801529,176606,100.0,10.0,-1.0,1,$3.00 ,48426.1,0.0,130.43,192.22,67.86,134.38,137,1635
,VMAX_DEVICE,106093,EMC VMax Device,VMAX-197801527,176607,100.0,10.0,-1.0,1,$3.00 ,1230.1,0.0,79.47,195.32,40.68,80.3,137,1635
,V7000_DEVICE,106426,IBM V7000 Device,STGCLD02,177020,100.0,10.0,-1.0,1,$1.75 ,8195.73,0.11,61.0,197.37,30.91,534.01,137,1637
,V7000_DEVICE,106429,IBM V7000 Device,STGCLD03,177021,100.0,10.0,-1.0,1,$1.75 ,11837.83,0.9,154.77,202.06,76.6,434.77,137,1637
,VMAX_DEVICE,106428,EMC VMax Device,VMAX-197801527,177032,100.0,10.0,-1.0,1,$3.00 ,1380.51,0.0,79.19,195.25,40.56,80.1,137,1637
,VMAX_DEVICE,106427,EMC VMax Device,VMAX-197801529,177031,100.0,10.0,-1.0,1,$3.00 ,42201.07,0.0,130.21,192.06,67.8,134.31,137,1637
,V7000_DEVICE,106800,IBM V7000 Device,STGCLD02,177459,100.0,10.0,-1.0,1,$1.75 ,10593.16,0.12,61.08,197.37,30.95,534.01,137,1639
,V7000_DEVICE,106803,IBM V7000 Device,STGCLD03,177460,100.0,10.0,-1.0,1,$1.75 ,16032.87,1.11,154.88,202.06,76.65,434.77,137,1639
,VMAX_DEVICE,106801,EMC VMax Device,VMAX-197801529,177471,100.0,10.0,-1.0,1,$3.00 ,38746.6,0.0,131.93,192.35,68.59,135.74,137,1639
,VMAX_DEVICE,106802,EMC VMax Device,VMAX-197801527,177472,100.0,10.0,-1.0,1,$3.00 ,1578.73,0.0,80.23,195.4,41.06,80.98,137,1639
,V7000_DEVICE,107407,IBM V7000 Device,STGCLD02,178178,100.0,10.0,-1.0,1,$1.75 ,5966.64,0.16,61.02,197.37,30.91,534.01,137,1642
,V7000_DEVICE,107411,IBM V7000 Device,STGCLD03,178179,100.0,10.0,-1.0,1,$1.75 ,10595.27,0.93,154.37,202.06,76.4,434.77,137,1642
,VMAX_DEVICE,107410,EMC VMax Device,VMAX-197801527,178202,100.0,10.0,-1.0,1,$3.00 ,1208.26,0.0,79.76,195.32,40.84,80.6,137,1642
,VMAX_DEVICE,107409,EMC VMax Device,VMAX-197801529,178200,100.0,10.0,-1.0,1,$3.00 ,48354.08,0.0,130.02,192.21,67.64,133.97,137,1642
,V7000_DEVICE,107780,IBM V7000 Device,STGCLD02,178628,100.0,10.0,-1.0,1,$1.75 ,13694.94,0.13,61.0,197.37,30.91,534.01,137,1644
,V7000_DEVICE,107783,IBM V7000 Device,STGCLD03,178629,100.0,10.0,-1.0,1,$1.75 ,25621.77,0.89,154.89,202.06,76.66,434.77,137,1644
,VMAX_DEVICE,107781,EMC VMax Device,VMAX-197801529,178644,100.0,10.0,-1.0,1,$3.00 ,36140.57,0.0,130.18,191.97,67.81,134.37,137,1644
,VMAX_DEVICE,107782,EMC VMax Device,VMAX-197801527,178645,100.0,10.0,-1.0,1,$3.00 ,1385.47,0.0,79.61,195.24,40.78,80.53,137,1644
,V7000_DEVICE,108188,IBM V7000 Device,STGCLD02,179142,100.0,10.0,-1.0,1,$1.75 ,10211.58,0.11,61.39,197.37,31.1,534.01,137,1646
,V7000_DEVICE,108191,IBM V7000 Device,STGCLD03,179143,100.0,10.0,-1.0,1,$1.75 ,17365.11,1.56,155.2,202.06,76.81,434.77,137,1646
,VMAX_DEVICE,108189,EMC VMax Device,VMAX-197801529,179154,100.0,10.0,-1.0,1,$3.00 ,37704.16,0.0,131.71,192.19,68.53,135.68,137,1646
,VMAX_DEVICE,108190,EMC VMax Device,VMAX-197801527,179155,100.0,10.0,-1.0,1,$3.00 ,1512.45,0.0,78.44,195.26,40.17,79.33,137,1646
,V7000_DEVICE,108764,IBM V7000 Device,STGCLD02,179808,100.0,10.0,-1.0,1,$1.75 ,5474.18,0.18,61.02,197.37,30.91,534.01,137,1649
,V7000_DEVICE,108767,IBM V7000 Device,STGCLD03,179809,100.0,10.0,-1.0,1,$1.75 ,7003.49,1.02,153.9,202.06,76.16,434.77,137,1649
,VMAX_DEVICE,108766,EMC VMax Device,VMAX-197801527,179823,100.0,10.0,-1.0,1,$3.00 ,1275.49,0.0,78.97,195.25,40.45,79.88,137,1649
,VMAX_DEVICE,108765,EMC VMax Device,VMAX-197801529,179822,100.0,10.0,-1.0,1,$3.00 ,47307.6,0.0,130.39,192.14,67.86,134.41,137,1649
,V7000_DEVICE,109076,IBM V7000 Device,STGCLD02,180187,100.0,10.0,-1.0,1,$1.75 ,7337.82,0.13,61.0,197.37,30.9,534.01,137,1651
,V7000_DEVICE,109079,IBM V7000 Device,STGCLD03,180188,100.0,10.0,-1.0,1,$1.75 ,8678.18,0.93,154.45,202.06,76.44,434.77,137,1651
,VMAX_DEVICE,109077,EMC VMax Device,VMAX-197801529,180196,100.0,10.0,-1.0,1,$3.00 ,42527.58,0.0,130.87,191.93,68.19,135.1,137,1651
,VMAX_DEVICE,109078,EMC VMax Device,VMAX-197801527,180197,100.0,10.0,-1.0,1,$3.00 ,1521.25,0.0,79.18,195.21,40.56,80.13,137,1651
,V7000_DEVICE,109439,IBM V7000 Device,STGCLD02,180610,100.0,10.0,-1.0,1,$1.75 ,8179.71,0.11,61.03,197.37,30.92,534.01,137,1653
,V7000_DEVICE,109442,IBM V7000 Device,STGCLD03,180611,100.0,10.0,-1.0,1,$1.75 ,11969.89,0.9,154.37,202.06,76.4,434.77,137,1653
