classification,device_type_code,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.66,725.93,72.83,555.37,188,1531
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1531
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1533
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1533
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.9,725.93,72.86,555.37,188,1533
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1533
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1536
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1536
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.7,725.93,72.83,555.37,188,1536
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1536
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1538
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1538
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.69,725.92,72.83,555.37,188,1538
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1538
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1540
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1540
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.92,725.92,72.86,555.37,188,1540
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1540
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1543
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1543
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.73,725.92,72.83,555.37,188,1543
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1543
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1545
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1545
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.71,725.92,72.83,555.37,188,1545
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1545
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1547
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1547
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.95,725.92,72.87,555.37,188,1547
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1547
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1550
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1550
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.75,725.93,72.84,555.37,188,1550
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1550
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1552
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1552
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,529.06,725.93,72.88,555.37,188,1552
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1552
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1554
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1554
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,529.0,725.93,72.87,555.37,188,1554
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1557
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1557
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.83,725.93,72.85,555.37,188,1557
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1557
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1559
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1559
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,528.83,725.93,72.85,555.37,188,1559
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1559
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1561
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1561
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,529.29,725.94,72.91,555.37,188,1561
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1561
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1564
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1564
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,530.19,725.93,73.04,556.12,188,1564
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1564
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1566
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1566
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,530.21,725.93,73.04,556.12,188,1566
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1566
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,41.06,61.19,30.86,188,1568
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1568
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,530.55,725.94,73.08,556.12,188,1568
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1568
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,41.06,61.19,30.86,188,1571
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1571
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,532.18,725.93,73.31,558.5,188,1571
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1571
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,41.06,61.19,30.86,188,1573
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1573
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,532.18,725.93,73.31,558.5,188,1573
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1573
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.12,41.06,61.19,30.86,188,1575
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1575
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,532.72,725.93,73.38,559.2,188,1575
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1575
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.22,41.06,61.43,30.56,188,1578
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1578
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,532.77,725.93,73.39,559.5,188,1578
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1578
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1580
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1580
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,532.81,725.93,73.4,559.5,188,1580
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1580
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1582
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1582
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.22,725.94,73.45,559.5,188,1582
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1582
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1585
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1585
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,532.99,725.93,73.42,559.65,188,1585
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1585
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1587
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1587
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.0,725.93,73.42,559.65,188,1587
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1587
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1589
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1589
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.35,725.93,73.47,559.66,188,1589
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1589
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1592
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1592
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.01,725.93,73.42,559.66,188,1592
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1592
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1594
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1594
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.06,725.93,73.43,559.66,188,1594
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1594
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1596
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1596
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.46,725.94,73.49,559.66,188,1596
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1596
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1599
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1599
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.7,725.93,73.52,560.26,188,1599
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1599
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1601
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1601
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.64,725.92,73.51,560.26,188,1601
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1601
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1603
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1603
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,534.02,725.92,73.56,560.26,188,1603
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1603
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1606
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1606
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.69,725.92,73.52,560.26,188,1606
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1606
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1608
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1608
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.74,725.92,73.53,560.26,188,1608
