classification,device_type_code,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1608
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1610
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1610
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.76,725.92,73.53,560.26,188,1610
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1610
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1613
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1613
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.86,725.92,73.54,560.26,188,1613
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1613
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1615
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1615
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.76,725.92,73.53,560.26,188,1615
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1615
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1617
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1617
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,534.06,725.92,73.57,560.26,188,1617
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1617
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1620
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1620
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,534.09,725.92,73.57,560.57,188,1620
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1620
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1622
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1622
SAN,SVC_DEVICE,IBM SVC Device,300.0,15.0,1.75,567.16,778.15,72.89,618.08,188,1622
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1622
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1624
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1624
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,530.55,725.92,73.09,556.97,188,1624
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1624
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1627
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1627
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,531.06,725.92,73.16,556.97,188,1627
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1627
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1629
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1629
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,531.08,725.92,73.16,556.97,188,1629
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1629
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1631
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1631
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.52,725.92,66.33,507.01,188,1631
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1631
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1634
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1634
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.07,725.92,66.27,508.44,188,1634
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1634
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1636
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1636
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.11,725.92,66.28,508.44,188,1636
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1636
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1638
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1638
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.4,725.92,66.32,508.44,188,1638
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1638
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1641
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1641
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.08,725.92,66.27,508.44,188,1641
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1641
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1643
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1643
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.25,725.92,66.3,508.44,188,1643
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1643
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1645
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1645
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.38,725.92,66.31,508.44,188,1645
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1645
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1648
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1648
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.09,725.92,66.27,508.44,188,1648
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1648
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1650
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1650
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.14,725.92,66.28,508.44,188,1650
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1650
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1652
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1652
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.14,725.92,66.28,508.14,188,1652
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1652
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1655
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1655
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,482.47,725.92,66.46,509.52,188,1655
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1655
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1657
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1657
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,482.53,725.92,66.47,509.52,188,1657
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1657
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1659
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1659
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,484.04,725.92,66.68,510.82,188,1659
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1659
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1662
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1662
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,483.91,725.92,66.66,510.82,188,1662
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1662
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1664
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1664
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,483.98,725.92,66.67,510.82,188,1664
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1664
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1666
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1666
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,484.1,725.92,66.69,510.97,188,1666
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1666
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1669
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1669
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.23,725.92,67.39,516.09,188,1669
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1669
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1671
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1671
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.13,725.92,67.38,516.09,188,1671
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1671
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1673
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1673
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.11,725.92,67.38,516.09,188,1673
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1673
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1676
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1676
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.14,725.92,67.38,516.09,188,1676
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1676
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1678
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1678
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.26,725.92,67.4,516.09,188,1678
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1678
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1680
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1680
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.33,725.92,67.41,516.28,188,1680
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1680
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1683
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1683
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,487.76,725.92,67.19,514.21,188,1683
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1683
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1685
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1685
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,487.86,725.92,67.21,514.21,188,1685
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1685
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1687
SAN,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1687
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,487.7,725.92,67.18,514.21,188,1687
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1687
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1690
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.85,725.92,67.34,516.01,188,1690
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1690
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1692
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.91,725.92,67.35,516.01,188,1692
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1692
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1694
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.23,725.92,67.53,520.21,188,1694
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1694
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1697
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.25,725.92,67.54,520.21,188,1697
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1697
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1699
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.43,725.92,67.56,520.21,188,1699
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1699
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.27,30.77,188,1701
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.39,725.92,67.55,520.21,188,1701
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1701
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1704
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.43,725.92,67.56,520.21,188,1704
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1704
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1706
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.66,725.92,67.59,520.21,188,1706
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1708
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,491.41,725.92,67.69,523.01,188,1708
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1708
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1711
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.43,725.92,67.28,519.55,188,1711
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1711
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1713
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.49,725.92,67.29,519.55,188,1713
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1713
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1715
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.01,725.92,67.23,519.05,188,1715
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1715
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1718
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.33,725.92,67.27,519.05,188,1718
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1718
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1720
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.35,725.92,67.27,519.05,188,1720
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1720
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1722
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.49,725.92,67.29,519.05,188,1722
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1725
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.3,725.92,67.27,519.05,188,1725
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1725
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1727
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.37,725.92,67.28,519.05,188,1727
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1727
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1729
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.47,725.92,67.29,519.05,188,1729
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1729
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1732
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.22,725.92,65.19,503.9,188,1732
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1732
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1734
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.25,725.92,65.19,503.9,188,1734
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1734
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1736
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.38,725.92,65.21,503.9,188,1736
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1736
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.28,43.13,188,1739
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.23,725.92,65.19,503.9,188,1739
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1739
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1741
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.29,725.92,65.2,503.9,188,1741
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1741
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1743
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.26,725.92,65.19,503.9,188,1743
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1743
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1746
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.29,725.92,65.2,503.9,188,1746
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1746
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1748
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.72,725.92,65.26,503.9,188,1748
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1748
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1750
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,474.89,725.92,65.42,505.17,188,1750
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1750
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1753
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,476.1,725.92,65.59,506.93,188,1753
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1753
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1755
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,476.1,725.92,65.59,506.93,188,1755
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1755
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1757
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.49,725.92,65.5,505.81,188,1757
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1757
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1760
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.34,725.92,65.48,505.81,188,1760
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1760
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1762
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.34,725.92,65.48,505.81,188,1762
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1762
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1764
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.68,725.92,65.53,505.81,188,1764
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1764
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,42.76,188,1767
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.73,725.92,65.53,505.81,188,1767
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1767
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1769
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.43,725.92,65.49,505.81,188,1769
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1769
NAS,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1771
SAN,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.56,725.92,65.51,505.81,188,1771
SAN,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1771
