client_id,period_id,wwn,collection_date,upload_id,device_type_code,device_name,usable_gb,total_allocated,pct_allocated,num_arrays,num_hosts,num_enclosures,num_loops,num_drives,raw_disk_gb,total_used,total_free,num_disk_groups,unallocated_free,dedupe_gb,data_center,iops_capacity,snap_gb,orphan_gb,num_orphans,largest_contiguous_free,overhead_gb,latency,iops,model,firmware_level,purchase_date,end_of_maintenance_date,end_of_life_date,max_alert_level,contract_number,vendor,tier,operational_catgegory,application,percent_used,provisioned_gb,display_name,classification,volume_locked_free,geography,count
137,1467,500507680B00B078,2019-01-06T00:00:00,120339,V7000_DEVICE,STGCLD03,202059.45,434772.0,2.15,1,59,4,8,96,213327.47,154127.1,47932.35,1,0.0,1125.4,Colo,500000.0,3320.28,0.0,0,47932.35,11268.02,0.97,11368.21,v7000 (2076-624),7.8.1.5 (build 135.5.1802161136000),,10/01/2020,,0.5,xx,IBM,1.0,New-Prod,iSeries,76.27809538232437,232712.55,iSeries-Prod,Prod-iSeries,0.0,,1
137,1467,NVT10164100062,2019-01-06T00:00:00,120344,DATA_DOMAIN,aus-dd9800.company.pvt,8516158.56,5712942.9,0.67,1,0,14,1,139,337942.8,5712942.9,2803215.66,1,0.0,5486373.2,Undefined,0.0,0.0,0.0,0,2803215.66,0.0,0.0,0.0,DD9800,6.0.1.30-570211,,,,1.0,,,,,,67.0835666075245,-2803215.66,, ,0.0,,1
137,1467,NVT10170700007,2019-01-06T00:00:00,120347,DATA_DOMAIN,dr-dd9800.company.pvt,8719778.22,5709685.6,0.65,1,0,14,1,139,337975.9,5709685.6,3010092.62,1,0.0,5488685.5,Undefined,0.0,0.0,0.0,0,3010092.62,0.0,0.0,0.0,DD9800,6.0.1.30-570211,,,,1.0,,,,,,65.47971124889459,-3010092.62,, ,0.0,,1
137,1467,500507680B00336C,2019-01-06T00:00:00,120333,V7000_DEVICE,STGCLD02,197373.09,542206.0,2.75,1,20,5,8,96,213343.55,62956.0,134417.09,1,0.0,197945.4,Westland,500000.0,2.93,26255.0,689,134417.09,15970.46,0.13,6657.25,v7000 (2076-624),8.1.3.3 (build 143.7.1810081143000),,10/01/2019,,0.5,XX,IBM,2.0,DR,iSeries,31.896952112367497,344832.91,iSeries-DR,DR,0.0,,1
137,1468,50000973A817E418,2019-01-07T00:00:00,120550,VMAX_DEVICE,VMAX-197801529,191205.27,152620.2,0.8,1,88,2,0,34,241960.2,147666.07,43539.2,1,0.0,0.0,Colo,100000.0,0.0,0.0,0,27645.9,50754.94,0.0,0.0,VMAX250F,17590000,,10/01/2020,,0.5,xx,EMC,1.0,New-Prod,Open-Intel,77.22907951229587,-38585.07,VMAX-Prod,Prod-Open,0.0,,1
137,1468,50000973A817DC18,2019-01-07T00:00:00,120551,VMAX_DEVICE,VMAX-197801527,195930.64,48152.3,0.25,1,29,2,0,34,241960.2,47925.94,148004.7,1,0.0,0.0,Westland,100000.0,0.0,0.0,0,125388.5,46029.57,0.0,0.0,VMAX250F,17590000,,10/01/2020,,0.5,xx,EMC,2.0,New-DR,Open-Intel,24.460666284762812,-147778.34,VMAX-DR,DR,0.0,,1
137,1469,500507680B00B078,2019-01-08T00:00:00,120663,V7000_DEVICE,STGCLD03,202071.48,434772.0,2.15,1,59,4,8,96,213327.47,154352.5,47718.98,1,0.0,545.1,Colo,500000.0,3546.99,0.0,0,47718.98,11255.99,1.52,27351.15,v7000 (2076-624),7.8.1.5 (build 135.5.1802161136000),,10/01/2020,,0.5,xx,IBM,1.0,New-Prod,iSeries,76.38509897586735,232700.52,iSeries-Prod,Prod-iSeries,0.0,,1
137,1469,50000973A817E418,2019-01-08T00:00:00,120677,VMAX_DEVICE,VMAX-197801529,191092.01,151753.6,0.79,1,88,2,0,34,241960.2,146686.21,44405.8,1,0.0,0.0,Colo,100000.0,0.0,0.0,0,28942.2,50868.2,0.0,0.0,VMAX250F,17590000,,10/01/2020,,0.5,xx,EMC,1.0,New-Prod,Open-Intel,76.76208440112174,-39338.41,VMAX-Prod,Prod-Open,0.0,,1
137,1469,NVT10164100062,2019-01-08T00:00:00,120665,DATA_DOMAIN,aus-dd9800.company.pvt,8279598.6,5722916.0,0.69,1,0,14,1,139,337942.8,5722916.0,2556682.6,1,0.0,5489279.8,Undefined,0.0,0.0,0.0,0,2556682.6,0.0,0.0,0.0,DD9800,6.0.1.30-570211,,,,1.0,,,,,,69.12069384619684,-2556682.6,, ,0.0,,1
137,1469,NVT10170700007,2019-01-08T00:00:00,120666,DATA_DOMAIN,dr-dd9800.company.pvt,8550790.27,5719126.6,0.67,1,0,14,1,139,337975.9,5719126.6,2831663.67,1,0.0,5492914.1,Undefined,0.0,0.0,0.0,0,2831663.67,0.0,0.0,0.0,DD9800,6.0.1.30-570211,,,,1.0,,,,,,66.88418753603695,-2831663.67,, ,0.0,,1
