classification,ttl_latency_capacity,ttl_iops_capacity,ttl_mbsec_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,ttl_iops,ttl_latency,client_id,period_id
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1774
SAN,5.0,800000.0,18000.0,2.17,610.53,893.29,68.35,640.97,45480.19,0.6,188,1774
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1776
SAN,5.0,800000.0,18000.0,2.17,610.56,893.29,68.35,640.97,44379.69,0.62,188,1776
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1778
SAN,5.0,800000.0,18000.0,2.17,607.43,893.29,68.0,637.72,51214.55,0.52,188,1778
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1781
SAN,5.0,800000.0,18000.0,2.17,617.96,893.29,69.18,648.33,46549.72,0.67,188,1781
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1783
SAN,5.0,800000.0,18000.0,2.17,617.98,893.29,69.18,648.33,40260.91,0.63,188,1783
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1785
SAN,5.0,800000.0,18000.0,2.17,618.02,893.29,69.18,648.33,46349.03,0.61,188,1785
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1788
SAN,5.0,800000.0,18000.0,2.17,607.41,893.29,68.0,637.72,45403.77,0.74,188,1788
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1790
SAN,5.0,600000.0,14000.0,1.75,472.3,725.92,65.06,502.56,29128.86,0.82,188,1790
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1792
SAN,5.0,800000.0,18000.0,2.17,607.52,893.29,68.01,637.72,41622.73,0.63,188,1792
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1795
SAN,5.0,800000.0,18000.0,2.17,607.57,893.29,68.01,637.72,33472.94,0.6,188,1795
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1797
SAN,5.0,800000.0,18000.0,2.17,607.41,893.29,68.0,637.72,38939.96,0.73,188,1797
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1799
SAN,5.0,800000.0,18000.0,2.17,607.59,893.29,68.02,637.72,42604.96,0.62,188,1799
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.28,41.94,0.0,0.0,188,1802
SAN,5.0,800000.0,18000.0,2.17,607.23,893.29,67.98,637.72,40883.73,0.65,188,1802
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1804
SAN,5.0,800000.0,18000.0,2.17,607.48,893.29,68.0,637.72,41240.59,0.72,188,1804
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1806
SAN,5.0,800000.0,18000.0,2.17,607.56,893.29,68.01,637.72,43514.77,0.65,188,1806
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1809
SAN,5.0,800000.0,18000.0,2.17,607.67,893.29,68.03,637.92,30722.99,0.79,188,1809
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1811
SAN,5.0,800000.0,18000.0,2.17,607.7,893.29,68.03,637.92,36693.8,0.6,188,1811
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1813
SAN,5.0,800000.0,18000.0,2.17,607.63,893.29,68.02,637.92,42536.47,0.85,188,1813
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1816
SAN,5.0,800000.0,18000.0,2.17,607.69,893.29,68.03,637.92,31318.8,0.73,188,1816
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1818
SAN,5.0,2900000.0,67000.0,1.88,3669.93,5609.18,65.43,3713.28,140236.78,0.98,188,1818
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1820
SAN,5.0,800000.0,18000.0,2.17,607.8,893.29,68.04,637.92,36151.66,0.85,188,1820
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1823
SAN,5.0,800000.0,18000.0,2.17,607.79,893.29,68.04,637.92,28336.94,0.68,188,1823
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1825
SAN,5.0,800000.0,18000.0,2.17,607.71,893.29,68.03,637.92,29756.59,0.61,188,1825
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1827
SAN,5.0,800000.0,18000.0,2.17,607.94,893.29,68.06,637.92,38648.99,0.82,188,1827
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.28,43.46,0.0,0.0,188,1830
SAN,5.0,800000.0,18000.0,2.17,607.7,893.29,68.03,637.92,32187.51,0.69,188,1830
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1832
SAN,5.0,800000.0,18000.0,2.17,607.72,893.29,68.03,637.92,32762.02,0.68,188,1832
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1834
SAN,5.0,800000.0,18000.0,2.17,607.81,893.29,68.04,637.92,43743.77,0.89,188,1834
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1837
SAN,5.0,800000.0,18000.0,2.17,607.87,893.29,68.05,637.92,37176.73,0.71,188,1837
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1839
SAN,5.0,800000.0,18000.0,2.17,607.73,893.29,68.03,637.92,33792.0,0.69,188,1839
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1841
SAN,5.0,800000.0,18000.0,2.17,607.84,893.29,68.04,637.92,47773.09,0.94,188,1841
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1844
SAN,5.0,800000.0,18000.0,2.17,607.85,893.29,68.05,637.92,39129.46,0.79,188,1844
NAS,10.0,40000.0,2000.0,1.5,25.16,41.06,61.27,30.77,0.0,0.0,188,1846
SAN,5.0,800000.0,18000.0,2.17,607.79,893.29,68.04,637.92,27705.8,0.61,188,1846
