geography,ttl_latency_capacity,ttl_iops_capacity,ttl_mbsec_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,ttl_iops,ttl_latency,client_id,period_id
,10.0,1200000.0,18000.0,2.38,429.39,786.85,54.57,1187.99,57228.29,0.26,137,1660
,10.0,1200000.0,18000.0,2.38,428.18,786.64,54.43,1186.66,62008.96,0.18,137,1663
,10.0,700000.0,11000.0,2.58,274.07,584.57,46.88,752.09,51953.18,0.01,137,1665
,10.0,1200000.0,18000.0,2.38,428.1,786.8,54.41,1186.82,62048.58,0.25,137,1667
,10.0,1200000.0,18000.0,2.38,428.39,786.97,54.44,1186.94,64700.44,0.17,137,1670
,10.0,1200000.0,18000.0,2.38,428.92,786.79,54.52,1187.44,58955.5,0.16,137,1672
,10.0,1200000.0,18000.0,2.38,429.99,787.01,54.64,1188.31,60297.09,0.21,137,1674
,10.0,1200000.0,18000.0,2.38,428.22,786.99,54.41,1186.67,65958.51,0.17,137,1677
,10.0,1200000.0,18000.0,2.38,429.75,786.84,54.62,1187.89,60906.53,0.19,137,1679
,10.0,1200000.0,18000.0,2.38,431.61,786.77,54.86,1190.28,65121.92,0.51,137,1681
,10.0,1200000.0,18000.0,2.38,428.82,786.76,54.51,1187.57,62343.62,0.19,137,1684
,10.0,1200000.0,18000.0,2.38,440.0,788.43,55.81,1196.84,53250.0,0.18,137,1686
,10.0,1200000.0,18000.0,2.38,442.42,787.91,56.15,1199.99,52114.92,0.4,137,1688
,10.0,1200000.0,18000.0,2.38,442.74,787.76,56.2,1199.77,60794.81,0.19,137,1691
,10.0,1200000.0,18000.0,2.38,441.82,787.85,56.08,1199.72,55202.51,0.19,137,1693
,10.0,1200000.0,18000.0,2.38,440.32,788.13,55.87,1197.46,57786.82,0.25,137,1695
,10.0,1200000.0,18000.0,2.38,442.89,788.06,56.2,1200.51,63767.4,0.19,137,1698
,10.0,1200000.0,18000.0,2.38,443.98,788.12,56.33,1201.28,57290.67,0.19,137,1700
,10.0,1200000.0,18000.0,2.38,442.83,788.23,56.18,1200.11,57326.0,0.23,137,1702
,10.0,1200000.0,18000.0,2.38,444.57,788.21,56.4,1201.99,62783.89,0.18,137,1705
,10.0,1200000.0,18000.0,2.38,442.05,788.16,56.09,1200.0,36777.8,0.11,137,1707
,10.0,1200000.0,18000.0,2.38,444.53,788.33,56.39,1201.67,47855.35,0.33,137,1709
,10.0,1200000.0,18000.0,2.38,444.65,788.14,56.42,1202.13,51846.99,0.22,137,1712
,10.0,1200000.0,18000.0,2.38,444.73,788.25,56.42,1201.85,50072.71,0.19,137,1714
,10.0,1200000.0,18000.0,2.38,446.52,788.26,56.65,1203.61,46572.34,0.26,137,1716
,10.0,1200000.0,18000.0,2.38,445.11,788.21,56.47,1202.49,65638.48,0.22,137,1719
,10.0,1200000.0,18000.0,2.38,445.04,788.24,56.46,1202.31,76076.88,0.23,137,1721
,10.0,1200000.0,18000.0,2.38,445.71,788.54,56.52,1202.43,65650.63,0.36,137,1723
,10.0,1200000.0,18000.0,2.38,447.52,788.3,56.77,1203.93,67567.99,0.16,137,1726
,10.0,1200000.0,18000.0,2.38,446.64,788.3,56.66,1203.81,63681.37,0.15,137,1728
,10.0,1200000.0,18000.0,2.38,447.39,788.51,56.74,1204.42,62353.52,0.26,137,1730
,10.0,1100000.0,16000.0,2.17,296.77,594.88,49.89,1051.52,13586.17,0.55,137,1733
,10.0,1200000.0,18000.0,2.38,449.04,788.1,56.98,1206.23,71410.23,0.17,137,1735
,10.0,1100000.0,16000.0,2.17,294.97,594.92,49.58,1049.66,21281.17,0.96,137,1737
,10.0,200000.0,4000.0,3.0,227.48,388.89,58.49,230.9,52034.53,0.0,137,1740
,10.0,1200000.0,18000.0,2.38,442.17,788.21,56.1,1199.6,63136.88,0.22,137,1742
,10.0,1200000.0,18000.0,2.38,446.13,787.93,56.62,1203.72,71558.35,0.2,137,1744
,10.0,1200000.0,18000.0,2.38,444.65,787.88,56.44,1202.5,73040.99,0.13,137,1747
,10.0,1200000.0,18000.0,2.38,443.5,787.72,56.3,1200.63,75522.8,0.15,137,1749
,10.0,1200000.0,18000.0,2.38,444.04,787.97,56.35,1201.66,61770.89,0.2,137,1751
,10.0,1200000.0,18000.0,2.38,446.31,787.81,56.65,1202.59,61996.4,0.12,137,1754
,10.0,1200000.0,18000.0,2.38,443.31,787.88,56.27,1201.13,69685.35,0.17,137,1756
,10.0,1200000.0,18000.0,2.38,444.4,787.98,56.4,1201.95,58894.59,0.24,137,1758
,10.0,1200000.0,18000.0,2.38,445.29,787.8,56.52,1203.3,59570.0,0.1,137,1761
,10.0,1200000.0,18000.0,2.38,445.92,787.79,56.6,1203.34,67815.99,0.18,137,1763
,10.0,1200000.0,18000.0,2.38,448.12,787.89,56.88,1205.16,69164.65,0.31,137,1765
,10.0,1200000.0,18000.0,2.38,447.77,787.66,56.85,1205.39,71945.74,0.28,137,1768
,10.0,1200000.0,18000.0,2.38,447.28,787.62,56.79,1204.68,81941.15,0.23,137,1770
,10.0,1200000.0,18000.0,2.38,449.4,787.73,57.05,1206.6,72475.13,0.36,137,1772
,10.0,1200000.0,18000.0,2.38,448.62,787.55,56.96,1206.4,56513.12,0.02,137,1775
,10.0,1200000.0,18000.0,2.38,449.19,787.63,57.03,1206.17,69435.08,0.22,137,1777
,10.0,1200000.0,18000.0,2.38,449.09,787.65,57.02,1206.18,72052.84,0.34,137,1779
,10.0,1200000.0,18000.0,2.38,451.06,787.17,57.3,1209.13,66240.48,0.13,137,1782
,10.0,1200000.0,18000.0,2.38,449.19,787.52,57.04,1206.36,71450.77,0.18,137,1784
,10.0,1200000.0,18000.0,2.38,450.81,787.6,57.24,1207.81,65181.14,0.2,137,1786
,10.0,1200000.0,18000.0,2.38,452.6,787.31,57.49,1209.6,69137.63,0.16,137,1789
,10.0,1200000.0,18000.0,2.38,448.76,787.41,56.99,1205.95,68316.25,0.19,137,1791
,10.0,1100000.0,16000.0,2.17,298.74,594.8,50.23,1052.56,22397.41,0.82,137,1793
,10.0,1200000.0,18000.0,2.38,448.94,787.24,57.03,1206.93,62791.87,0.09,137,1796
,10.0,1200000.0,18000.0,2.38,451.27,787.32,57.32,1208.44,74610.38,0.2,137,1798
,10.0,1200000.0,18000.0,2.38,449.58,787.65,57.08,1206.92,50125.43,0.24,137,1800
,10.0,1200000.0,18000.0,2.38,445.99,788.34,56.57,1202.79,53780.58,0.19,137,1803
,10.0,1200000.0,18000.0,2.38,449.27,788.07,57.01,1205.59,53868.28,0.21,137,1805
,10.0,1200000.0,18000.0,2.38,449.48,787.56,57.07,1206.41,56528.99,0.34,137,1807
,10.0,1200000.0,18000.0,2.38,452.79,786.95,57.54,1211.33,50049.56,0.11,137,1810
,10.0,1200000.0,18000.0,2.38,447.88,786.73,56.93,1205.68,53479.72,0.21,137,1812
,10.0,1200000.0,18000.0,2.38,448.16,786.93,56.95,1205.68,65285.68,0.64,137,1814
,10.0,1200000.0,18000.0,2.38,448.14,786.96,56.95,1206.18,56454.89,0.18,137,1817
,10.0,1200000.0,18000.0,2.38,448.07,786.55,56.97,1205.99,51124.73,0.15,137,1819
,10.0,1200000.0,18000.0,2.38,448.02,786.81,56.94,1206.4,35310.04,0.12,137,1821
,10.0,1200000.0,18000.0,2.38,449.32,786.69,57.12,1206.7,55102.01,0.2,137,1824
,10.0,1200000.0,18000.0,2.38,447.98,786.34,56.97,1206.24,49591.68,0.17,137,1826
,10.0,1200000.0,18000.0,2.38,449.06,786.42,57.1,1207.56,54967.25,0.46,137,1828
,10.0,1200000.0,18000.0,2.38,446.82,787.21,56.76,1204.65,53859.03,0.2,137,1831
,10.0,1200000.0,18000.0,2.38,448.02,786.57,56.96,1206.38,50575.37,0.23,137,1833
,13.333333,1240000.0,20000.0,2.17,12512.74,20295.34,61.65,13270.03,56877.62,0.46,137,1835
,13.333333,1240000.0,20000.0,2.17,12530.69,19243.26,65.12,13289.0,53702.12,0.19,137,1838
,13.333333,1240000.0,20000.0,2.17,12518.8,18734.23,66.82,13276.3,54717.4,0.19,137,1840
,13.333333,1240000.0,20000.0,2.17,12521.68,20532.66,60.98,13279.23,53941.62,0.42,137,1842
,13.333333,1240000.0,20000.0,2.17,12499.07,19922.2,62.74,13257.05,45239.68,0.15,137,1845
