geography,device_type_code,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,534.02,725.92,73.56,560.26,188,1603
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1603
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1603
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1606
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.69,725.92,73.52,560.26,188,1606
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1606
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1606
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1608
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.74,725.92,73.53,560.26,188,1608
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1608
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1608
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1610
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.76,725.92,73.53,560.26,188,1610
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1610
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1610
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1613
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.86,725.92,73.54,560.26,188,1613
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1613
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1613
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1615
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,533.76,725.92,73.53,560.26,188,1615
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1615
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1615
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1617
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,534.06,725.92,73.57,560.26,188,1617
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1617
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1617
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1620
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,534.09,725.92,73.57,560.57,188,1620
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1620
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1620
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1622
Unmapped,SVC_DEVICE,IBM SVC Device,300.0,15.0,1.75,567.16,778.15,72.89,618.08,188,1622
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1622
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1622
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1624
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,530.55,725.92,73.09,556.97,188,1624
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1624
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1624
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1627
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,531.06,725.92,73.16,556.97,188,1627
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1627
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1627
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1629
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,531.08,725.92,73.16,556.97,188,1629
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1629
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1629
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1631
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.52,725.92,66.33,507.01,188,1631
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1631
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1631
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1634
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.07,725.92,66.27,508.44,188,1634
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1634
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1634
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1636
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.11,725.92,66.28,508.44,188,1636
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1636
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1636
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1638
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.4,725.92,66.32,508.44,188,1638
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1638
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1638
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1641
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.08,725.92,66.27,508.44,188,1641
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1641
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1641
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1643
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.25,725.92,66.3,508.44,188,1643
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1643
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1643
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1645
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.38,725.92,66.31,508.44,188,1645
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1645
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1645
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1648
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.09,725.92,66.27,508.44,188,1648
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1648
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1648
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1650
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.14,725.92,66.28,508.44,188,1650
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1650
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1650
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1652
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,481.14,725.92,66.28,508.14,188,1652
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1652
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1652
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1655
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,482.47,725.92,66.46,509.52,188,1655
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1655
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1655
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1657
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,482.53,725.92,66.47,509.52,188,1657
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1657
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1657
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1659
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,484.04,725.92,66.68,510.82,188,1659
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1659
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1659
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1662
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,483.91,725.92,66.66,510.82,188,1662
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1662
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1662
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1664
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,483.98,725.92,66.67,510.82,188,1664
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1664
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1664
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1666
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,484.1,725.92,66.69,510.97,188,1666
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1666
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1666
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1669
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.23,725.92,67.39,516.09,188,1669
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1669
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1669
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1671
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.13,725.92,67.38,516.09,188,1671
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1671
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1671
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1673
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.11,725.92,67.38,516.09,188,1673
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1673
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1673
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1676
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.14,725.92,67.38,516.09,188,1676
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1676
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1676
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1678
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.26,725.92,67.4,516.09,188,1678
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1678
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1678
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1680
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,489.33,725.92,67.41,516.28,188,1680
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1680
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1680
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1683
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,487.76,725.92,67.19,514.21,188,1683
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1683
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1683
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1685
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,487.86,725.92,67.21,514.21,188,1685
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1685
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1685
Unmapped,COMPELLENT_DEVICE,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1687
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,487.7,725.92,67.18,514.21,188,1687
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.25,30.77,188,1687
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1687
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.85,725.92,67.34,516.01,188,1690
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1690
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1690
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.91,725.92,67.35,516.01,188,1692
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1692
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1692
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.23,725.92,67.53,520.21,188,1694
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1694
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1694
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.25,725.92,67.54,520.21,188,1697
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1697
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1697
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.43,725.92,67.56,520.21,188,1699
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.26,30.77,188,1699
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1699
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.39,725.92,67.55,520.21,188,1701
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.15,41.06,61.27,30.77,188,1701
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1701
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.43,725.92,67.56,520.21,188,1704
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1704
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1704
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,490.66,725.92,67.59,520.21,188,1706
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1706
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,491.41,725.92,67.69,523.01,188,1708
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1708
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1708
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.43,725.92,67.28,519.55,188,1711
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1711
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1711
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.49,725.92,67.29,519.55,188,1713
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1713
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1713
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.01,725.92,67.23,519.05,188,1715
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1715
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1715
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.33,725.92,67.27,519.05,188,1718
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1718
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1718
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.35,725.92,67.27,519.05,188,1720
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1720
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1720
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.49,725.92,67.29,519.05,188,1722
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1722
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.3,725.92,67.27,519.05,188,1725
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1725
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1725
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.37,725.92,67.28,519.05,188,1727
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1727
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1727
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,488.47,725.92,67.29,519.05,188,1729
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1729
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1729
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.22,725.92,65.19,503.9,188,1732
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1732
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1732
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.25,725.92,65.19,503.9,188,1734
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1734
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1734
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.38,725.92,65.21,503.9,188,1736
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1736
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1736
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.23,725.92,65.19,503.9,188,1739
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.28,43.13,188,1739
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1739
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.29,725.92,65.2,503.9,188,1741
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1741
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1741
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.26,725.92,65.19,503.9,188,1743
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1743
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1743
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.29,725.92,65.2,503.9,188,1746
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1746
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1746
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,473.72,725.92,65.26,503.9,188,1748
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1748
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1748
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,474.89,725.92,65.42,505.17,188,1750
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1750
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1750
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,476.1,725.92,65.59,506.93,188,1753
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1753
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1753
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,476.1,725.92,65.59,506.93,188,1755
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1755
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1755
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.49,725.92,65.5,505.81,188,1757
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1757
