geography,device_type_code,id,device_type_description,array_name,upload_id,cpu_util,latency_capacity,data_mover_capacity,tier,price_per_gb,ttl_iops,ttl_latency,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
Unmapped,SVC_DEVICE,85124,IBM SVC Device,AHISSVC,141941,100.0,5.0,-1.0,1,$1.75 ,38661.24,1.7,500.5,673.7,74.29,502.44,188,1526
Unmapped,COMPELLENT_DEVICE,85048,EMC Compellent Device,Ascension_78970,141932,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1526
Unmapped,VMAX_DEVICE,85057,EMC VMax Device,VMAX-195702745,141936,100.0,5.0,-1.0,1,$3.00 ,6168.0,0.0,135.13,167.37,80.74,135.16,188,1526
Unmapped,COMPELLENT_DEVICE,85049,EMC Compellent Device,Ascension_30832,141934,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1526
Unmapped,SVC_DEVICE,85624,IBM SVC Device,SVCP8,142826,100.0,5.0,-1.0,1,$1.75 ,9958.69,0.35,28.14,52.22,53.89,52.93,188,1529
Unmapped,SVC_DEVICE,85655,IBM SVC Device,AHISSVC,142827,100.0,5.0,-1.0,1,$1.75 ,39427.89,0.93,500.5,673.7,74.29,502.44,188,1529
Unmapped,VMAX_DEVICE,85576,EMC VMax Device,VMAX-195702745,142825,100.0,5.0,-1.0,1,$3.00 ,6198.42,0.0,135.13,167.37,80.74,135.16,188,1529
Unmapped,COMPELLENT_DEVICE,85573,EMC Compellent Device,Ascension_30832,142823,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1529
Unmapped,COMPELLENT_DEVICE,85574,EMC Compellent Device,Ascension_78970,142822,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1529
Unmapped,SVC_DEVICE,86107,IBM SVC Device,SVCP8,143654,100.0,5.0,-1.0,1,$1.75 ,10183.14,0.33,28.16,52.22,53.92,52.93,188,1531
Unmapped,SVC_DEVICE,86137,IBM SVC Device,AHISSVC,143661,100.0,5.0,-1.0,1,$1.75 ,37822.43,1.85,500.5,673.7,74.29,502.44,188,1531
Unmapped,COMPELLENT_DEVICE,86068,EMC Compellent Device,Ascension_30832,143650,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1531
Unmapped,VMAX_DEVICE,86077,EMC VMax Device,VMAX-195702745,143653,100.0,5.0,-1.0,1,$3.00 ,7516.17,0.0,135.13,167.37,80.74,135.16,188,1531
Unmapped,COMPELLENT_DEVICE,86062,EMC Compellent Device,Ascension_78970,143648,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1531
Unmapped,UNITY_DEVICE,86142,EMC Unity Device,AHISUNITY,143795,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1531
Unmapped,SVC_DEVICE,86566,IBM SVC Device,SVCP8,144410,100.0,5.0,-1.0,1,$1.75 ,11608.18,0.3,28.41,52.23,54.39,52.93,188,1533
Unmapped,SVC_DEVICE,86605,IBM SVC Device,AHISSVC,144413,100.0,5.0,-1.0,1,$1.75 ,41905.41,1.96,500.5,673.7,74.29,502.44,188,1533
Unmapped,COMPELLENT_DEVICE,86539,EMC Compellent Device,Ascension_78970,144405,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1533
Unmapped,VMAX_DEVICE,86540,EMC VMax Device,VMAX-195702745,144409,100.0,5.0,-1.0,1,$3.00 ,6205.58,0.0,135.13,167.37,80.74,135.16,188,1533
Unmapped,COMPELLENT_DEVICE,86538,EMC Compellent Device,Ascension_30832,144407,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1533
Unmapped,UNITY_DEVICE,86535,EMC Unity Device,AHISUNITY,144402,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1533
Unmapped,SVC_DEVICE,87199,IBM SVC Device,SVCP8,145606,100.0,5.0,-1.0,1,$1.75 ,11419.07,0.37,28.2,52.22,54.0,52.93,188,1536
Unmapped,SVC_DEVICE,87202,IBM SVC Device,AHISSVC,145607,100.0,5.0,-1.0,1,$1.75 ,33557.09,0.9,500.5,673.7,74.29,502.44,188,1536
Unmapped,COMPELLENT_DEVICE,87414,EMC Compellent Device,Ascension_78970,146063,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1536
Unmapped,VMAX_DEVICE,87435,EMC VMax Device,VMAX-195702745,146094,100.0,5.0,-1.0,1,$3.00 ,6440.08,0.0,135.13,167.37,80.74,135.16,188,1536
Unmapped,COMPELLENT_DEVICE,87445,EMC Compellent Device,Ascension_30832,146106,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1536
Unmapped,UNITY_DEVICE,86965,EMC Unity Device,AHISUNITY,145341,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1536
Unmapped,SVC_DEVICE,87540,IBM SVC Device,SVCP8,146197,100.0,5.0,-1.0,1,$1.75 ,9042.51,0.31,28.2,52.22,53.99,52.93,188,1538
Unmapped,SVC_DEVICE,87569,IBM SVC Device,AHISSVC,146202,100.0,5.0,-1.0,1,$1.75 ,34880.49,0.87,500.5,673.7,74.29,502.44,188,1538
Unmapped,VMAX_DEVICE,87509,EMC VMax Device,VMAX-195702745,146195,100.0,5.0,-1.0,1,$3.00 ,7569.08,0.0,135.13,167.37,80.74,135.16,188,1538
Unmapped,COMPELLENT_DEVICE,87496,EMC Compellent Device,Ascension_30832,146193,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1538
Unmapped,UNITY_DEVICE,87491,EMC Unity Device,AHISUNITY,146187,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1538
Unmapped,COMPELLENT_DEVICE,87497,EMC Compellent Device,Ascension_78970,146191,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1538
Unmapped,SVC_DEVICE,87899,IBM SVC Device,SVCP8,146811,100.0,5.0,-1.0,1,$1.75 ,10744.42,0.31,28.42,52.22,54.43,52.93,188,1540
Unmapped,SVC_DEVICE,87924,IBM SVC Device,AHISSVC,146817,100.0,5.0,-1.0,1,$1.75 ,36495.18,0.92,500.5,673.7,74.29,502.44,188,1540
Unmapped,VMAX_DEVICE,87856,EMC VMax Device,VMAX-195702745,146810,100.0,5.0,-1.0,1,$3.00 ,6136.58,0.0,135.13,167.37,80.74,135.16,188,1540
Unmapped,COMPELLENT_DEVICE,87853,EMC Compellent Device,Ascension_30832,146808,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1540
Unmapped,UNITY_DEVICE,87848,EMC Unity Device,AHISUNITY,146805,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1540
Unmapped,COMPELLENT_DEVICE,87854,EMC Compellent Device,Ascension_78970,146806,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1540
Unmapped,SVC_DEVICE,88358,IBM SVC Device,SVCP8,147647,100.0,5.0,-1.0,1,$1.75 ,11567.94,0.35,28.23,52.22,54.05,52.93,188,1543
Unmapped,SVC_DEVICE,88378,IBM SVC Device,AHISSVC,147652,100.0,5.0,-1.0,1,$1.75 ,35167.71,0.97,500.5,673.7,74.29,502.44,188,1543
Unmapped,COMPELLENT_DEVICE,88305,EMC Compellent Device,Ascension_78970,147640,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1543
Unmapped,UNITY_DEVICE,88303,EMC Unity Device,AHISUNITY,147638,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1543
Unmapped,VMAX_DEVICE,88319,EMC VMax Device,VMAX-195702745,147645,100.0,5.0,-1.0,1,$3.00 ,5871.67,0.0,135.13,167.37,80.74,135.16,188,1543
Unmapped,COMPELLENT_DEVICE,88309,EMC Compellent Device,Ascension_30832,147642,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1543
Unmapped,SVC_DEVICE,88821,IBM SVC Device,SVCP8,148486,100.0,5.0,-1.0,1,$1.75 ,9231.37,0.34,28.22,52.22,54.03,52.93,188,1545
Unmapped,SVC_DEVICE,88851,IBM SVC Device,AHISSVC,148487,100.0,5.0,-1.0,1,$1.75 ,32011.79,1.0,500.5,673.7,74.29,502.44,188,1545
Unmapped,COMPELLENT_DEVICE,88774,EMC Compellent Device,Ascension_78970,148482,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1545
Unmapped,VMAX_DEVICE,88775,EMC VMax Device,VMAX-195702745,148485,100.0,5.0,-1.0,1,$3.00 ,7425.17,0.0,135.13,167.37,80.74,135.16,188,1545
Unmapped,UNITY_DEVICE,88772,EMC Unity Device,AHISUNITY,148480,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1545
Unmapped,COMPELLENT_DEVICE,88773,EMC Compellent Device,Ascension_30832,148483,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1545
Unmapped,SVC_DEVICE,89226,IBM SVC Device,SVCP8,149171,100.0,5.0,-1.0,1,$1.75 ,10791.17,0.31,28.46,52.22,54.49,52.93,188,1547
Unmapped,SVC_DEVICE,89253,IBM SVC Device,AHISSVC,149176,100.0,5.0,-1.0,1,$1.75 ,35426.27,0.99,500.5,673.7,74.29,502.44,188,1547
Unmapped,COMPELLENT_DEVICE,89178,EMC Compellent Device,Ascension_78970,149166,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1547
Unmapped,VMAX_DEVICE,89183,EMC VMax Device,VMAX-195702745,149170,100.0,5.0,-1.0,1,$3.00 ,5872.0,0.0,135.13,167.37,80.74,135.16,188,1547
Unmapped,COMPELLENT_DEVICE,89179,EMC Compellent Device,Ascension_30832,149167,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1547
Unmapped,UNITY_DEVICE,89173,EMC Unity Device,AHISUNITY,149165,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1547
Unmapped,SVC_DEVICE,89681,IBM SVC Device,SVCP8,150006,100.0,5.0,-1.0,1,$1.75 ,11185.77,0.38,28.25,52.22,54.09,52.93,188,1550
Unmapped,SVC_DEVICE,89717,IBM SVC Device,AHISSVC,150008,100.0,5.0,-1.0,1,$1.75 ,30329.63,1.02,500.5,673.7,74.29,502.44,188,1550
Unmapped,UNITY_DEVICE,105395,EMC Unity Device,AHISUNITY,175798,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.14,41.06,61.23,30.56,188,1550
Unmapped,VMAX_DEVICE,89638,EMC VMax Device,VMAX-195702745,150005,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,135.13,167.37,80.74,135.16,188,1550
Unmapped,COMPELLENT_DEVICE,89639,EMC Compellent Device,Ascension_78970,150002,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1550
Unmapped,COMPELLENT_DEVICE,89640,EMC Compellent Device,Ascension_30832,150003,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1550
Unmapped,SVC_DEVICE,90138,IBM SVC Device,SVCP8,150797,100.0,5.0,-1.0,1,$1.75 ,9481.65,0.32,28.57,52.23,54.69,52.93,188,1552
Unmapped,SVC_DEVICE,90194,IBM SVC Device,AHISSVC,150803,100.0,5.0,-1.0,1,$1.75 ,26684.3,1.12,500.5,673.7,74.29,502.44,188,1552
Unmapped,COMPELLENT_DEVICE,90098,EMC Compellent Device,Ascension_78970,150792,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1552
Unmapped,COMPELLENT_DEVICE,90099,EMC Compellent Device,Ascension_30832,150793,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1552
Unmapped,VMAX_DEVICE,90104,EMC VMax Device,VMAX-195702745,150796,100.0,5.0,-1.0,1,$3.00 ,7032.67,0.0,135.13,167.37,80.74,135.16,188,1552
Unmapped,UNITY_DEVICE,90097,EMC Unity Device,AHISUNITY,150791,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1552
Unmapped,SVC_DEVICE,90412,IBM SVC Device,SVCP8,151355,100.0,5.0,-1.0,1,$1.75 ,13687.05,0.35,28.5,52.23,54.57,52.93,188,1554
Unmapped,SVC_DEVICE,90417,IBM SVC Device,AHISSVC,151356,100.0,5.0,-1.0,1,$1.75 ,32964.2,1.07,500.5,673.7,74.29,502.44,188,1554
Unmapped,UNITY_DEVICE,90407,EMC Unity Device,AHISUNITY,151350,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1554
Unmapped,COMPELLENT_DEVICE,90409,EMC Compellent Device,Ascension_78970,151351,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1554
Unmapped,COMPELLENT_DEVICE,90408,EMC Compellent Device,Ascension_30832,151352,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1554
Unmapped,SVC_DEVICE,90620,IBM SVC Device,SVCP8,151730,100.0,5.0,-1.0,1,$1.75 ,11368.64,0.32,28.33,52.23,54.25,52.93,188,1557
Unmapped,SVC_DEVICE,90632,IBM SVC Device,AHISSVC,151731,100.0,5.0,-1.0,1,$1.75 ,27241.98,0.97,500.5,673.7,74.29,502.44,188,1557
Unmapped,UNITY_DEVICE,90614,EMC Unity Device,AHISUNITY,151725,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1557
Unmapped,COMPELLENT_DEVICE,90615,EMC Compellent Device,Ascension_78970,151726,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1557
Unmapped,VMAX_DEVICE,90617,EMC VMax Device,VMAX-195702745,151729,100.0,5.0,-1.0,1,$3.00 ,6340.25,0.0,135.13,167.37,80.74,135.16,188,1557
Unmapped,COMPELLENT_DEVICE,90616,EMC Compellent Device,Ascension_30832,151727,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1557
Unmapped,SVC_DEVICE,90924,IBM SVC Device,SVCP8,152227,100.0,5.0,-1.0,1,$1.75 ,8217.88,0.32,28.33,52.23,54.25,52.93,188,1559
Unmapped,SVC_DEVICE,90925,IBM SVC Device,AHISSVC,152228,100.0,5.0,-1.0,1,$1.75 ,26027.4,1.08,500.5,673.7,74.29,502.44,188,1559
Unmapped,COMPELLENT_DEVICE,90921,EMC Compellent Device,Ascension_78970,152223,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1559
Unmapped,VMAX_DEVICE,90922,EMC VMax Device,VMAX-195702745,152226,100.0,5.0,-1.0,1,$3.00 ,7656.67,0.0,135.13,167.37,80.74,135.16,188,1559
Unmapped,COMPELLENT_DEVICE,90920,EMC Compellent Device,Ascension_30832,152224,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1559
Unmapped,UNITY_DEVICE,90919,EMC Unity Device,AHISUNITY,152222,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1559
Unmapped,SVC_DEVICE,91299,IBM SVC Device,SVCP8,152801,100.0,5.0,-1.0,1,$1.75 ,11290.19,0.35,28.79,52.24,55.11,52.93,188,1561
Unmapped,SVC_DEVICE,91323,IBM SVC Device,AHISSVC,152810,100.0,5.0,-1.0,1,$1.75 ,29549.96,0.96,500.5,673.7,74.29,502.44,188,1561
Unmapped,COMPELLENT_DEVICE,91261,EMC Compellent Device,Ascension_30832,152795,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1561
Unmapped,VMAX_DEVICE,91270,EMC VMax Device,VMAX-195702745,152799,100.0,5.0,-1.0,1,$3.00 ,6220.42,0.0,135.13,167.37,80.74,135.16,188,1561
Unmapped,UNITY_DEVICE,91251,EMC Unity Device,AHISUNITY,152791,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1561
Unmapped,COMPELLENT_DEVICE,91259,EMC Compellent Device,Ascension_78970,152794,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1561
Unmapped,SVC_DEVICE,91764,IBM SVC Device,SVCP8,153618,100.0,5.0,-1.0,1,$1.75 ,9678.1,0.34,29.54,52.23,56.56,53.53,188,1564
Unmapped,SVC_DEVICE,91796,IBM SVC Device,AHISSVC,153620,100.0,5.0,-1.0,1,$1.75 ,25868.93,1.17,500.65,673.7,74.31,502.59,188,1564
Unmapped,COMPELLENT_DEVICE,91707,EMC Compellent Device,Ascension_30832,153614,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1564
Unmapped,VMAX_DEVICE,91711,EMC VMax Device,VMAX-195702745,153617,100.0,5.0,-1.0,1,$3.00 ,6012.5,0.0,135.13,167.37,80.74,135.16,188,1564
Unmapped,UNITY_DEVICE,91702,EMC Unity Device,AHISUNITY,153611,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1564
Unmapped,COMPELLENT_DEVICE,91705,EMC Compellent Device,Ascension_78970,153613,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1564
Unmapped,SVC_DEVICE,92225,IBM SVC Device,SVCP8,154420,100.0,5.0,-1.0,1,$1.75 ,9717.43,0.34,29.56,52.23,56.61,53.53,188,1566
Unmapped,SVC_DEVICE,92252,IBM SVC Device,AHISSVC,154424,100.0,5.0,-1.0,1,$1.75 ,22687.13,0.92,500.65,673.7,74.31,502.59,188,1566
Unmapped,COMPELLENT_DEVICE,92179,EMC Compellent Device,Ascension_78970,154415,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1566
Unmapped,UNITY_DEVICE,92176,EMC Unity Device,AHISUNITY,154413,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,45.83,54.82,25.12,188,1566
Unmapped,VMAX_DEVICE,92191,EMC VMax Device,VMAX-195702745,154419,100.0,5.0,-1.0,1,$3.00 ,7605.33,0.0,135.13,167.37,80.74,135.16,188,1566
Unmapped,COMPELLENT_DEVICE,92180,EMC Compellent Device,Ascension_30832,154417,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1566
Unmapped,SVC_DEVICE,92588,IBM SVC Device,SVCP8,155199,100.0,5.0,-1.0,1,$1.75 ,11272.41,0.32,29.9,52.24,57.23,53.53,188,1568
Unmapped,SVC_DEVICE,92610,IBM SVC Device,AHISSVC,155204,100.0,5.0,-1.0,1,$1.75 ,28393.89,0.78,500.65,673.7,74.31,502.59,188,1568
Unmapped,COMPELLENT_DEVICE,92542,EMC Compellent Device,Ascension_78970,155194,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1568
Unmapped,VMAX_DEVICE,92555,EMC VMax Device,VMAX-195702745,155198,100.0,5.0,-1.0,1,$3.00 ,6084.08,0.0,135.13,167.37,80.74,135.16,188,1568
Unmapped,COMPELLENT_DEVICE,92541,EMC Compellent Device,Ascension_30832,155196,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1568
Unmapped,UNITY_DEVICE,105390,EMC Unity Device,AHISUNITY,175794,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,41.06,61.19,30.86,188,1568
Unmapped,SVC_DEVICE,93148,IBM SVC Device,SVCP8,156191,100.0,5.0,-1.0,1,$1.75 ,10229.87,0.32,31.53,52.23,60.37,55.91,188,1571
Unmapped,SVC_DEVICE,93162,IBM SVC Device,AHISSVC,156201,100.0,5.0,-1.0,1,$1.75 ,21212.18,0.78,500.65,673.7,74.31,502.59,188,1571
Unmapped,VMAX_DEVICE,93088,EMC VMax Device,VMAX-195702745,156188,100.0,5.0,-1.0,1,$3.00 ,6173.58,0.0,135.13,167.37,80.74,135.16,188,1571
Unmapped,COMPELLENT_DEVICE,93083,EMC Compellent Device,Ascension_78970,156182,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1571
Unmapped,COMPELLENT_DEVICE,93085,EMC Compellent Device,Ascension_30832,156183,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1571
Unmapped,UNITY_DEVICE,105362,EMC Unity Device,AHISUNITY,175766,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,41.06,61.19,30.86,188,1571
Unmapped,SVC_DEVICE,93635,IBM SVC Device,SVCP8,157082,100.0,5.0,-1.0,1,$1.75 ,9356.43,0.35,31.52,52.22,60.36,55.91,188,1573
Unmapped,SVC_DEVICE,93659,IBM SVC Device,AHISSVC,157090,100.0,5.0,-1.0,1,$1.75 ,20034.06,0.68,500.65,673.7,74.31,502.59,188,1573
Unmapped,VMAX_DEVICE,93603,EMC VMax Device,VMAX-195702745,157080,100.0,5.0,-1.0,1,$3.00 ,7580.17,0.0,135.13,167.37,80.74,135.16,188,1573
Unmapped,COMPELLENT_DEVICE,93594,EMC Compellent Device,Ascension_78970,157075,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1573
Unmapped,UNITY_DEVICE,105361,EMC Unity Device,AHISUNITY,175765,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,41.06,61.19,30.86,188,1573
Unmapped,COMPELLENT_DEVICE,93595,EMC Compellent Device,Ascension_30832,157077,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1573
Unmapped,SVC_DEVICE,93995,IBM SVC Device,SVCP8,157860,100.0,5.0,-1.0,1,$1.75 ,11289.58,0.33,32.07,52.23,61.4,56.61,188,1575
Unmapped,SVC_DEVICE,94027,IBM SVC Device,AHISSVC,157867,100.0,5.0,-1.0,1,$1.75 ,24642.4,0.74,500.65,673.7,74.31,502.59,188,1575
Unmapped,COMPELLENT_DEVICE,93955,EMC Compellent Device,Ascension_30832,157854,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1575
Unmapped,COMPELLENT_DEVICE,93954,EMC Compellent Device,Ascension_78970,157851,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1575
Unmapped,UNITY_DEVICE,105360,EMC Unity Device,AHISUNITY,175764,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.12,41.06,61.19,30.86,188,1575
Unmapped,VMAX_DEVICE,93956,EMC VMax Device,VMAX-195702745,157858,100.0,5.0,-1.0,1,$3.00 ,5856.67,0.0,135.13,167.37,80.74,135.16,188,1575
Unmapped,SVC_DEVICE,94599,IBM SVC Device,SVCP8,158881,100.0,5.0,-1.0,1,$1.75 ,9770.34,0.31,32.11,52.23,61.49,56.91,188,1578
Unmapped,SVC_DEVICE,94610,IBM SVC Device,AHISSVC,158890,100.0,5.0,-1.0,1,$1.75 ,20318.87,0.7,500.65,673.7,74.31,502.59,188,1578
Unmapped,COMPELLENT_DEVICE,94504,EMC Compellent Device,Ascension_78970,158875,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1578
Unmapped,VMAX_DEVICE,94516,EMC VMax Device,VMAX-195702745,158879,100.0,5.0,-1.0,1,$3.00 ,5324.42,0.0,135.13,167.37,80.74,135.16,188,1578
Unmapped,UNITY_DEVICE,105364,EMC Unity Device,AHISUNITY,175768,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.22,41.06,61.43,30.56,188,1578
Unmapped,COMPELLENT_DEVICE,94506,EMC Compellent Device,Ascension_30832,158877,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1578
Unmapped,SVC_DEVICE,95089,IBM SVC Device,SVCP8,159772,100.0,5.0,-1.0,1,$1.75 ,9484.41,0.34,32.15,52.23,61.57,56.91,188,1580
Unmapped,SVC_DEVICE,95116,IBM SVC Device,AHISSVC,159780,100.0,5.0,-1.0,1,$1.75 ,19245.2,0.75,500.65,673.7,74.31,502.59,188,1580
Unmapped,COMPELLENT_DEVICE,95051,EMC Compellent Device,Ascension_78970,159763,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1580
Unmapped,COMPELLENT_DEVICE,95055,EMC Compellent Device,Ascension_30832,159767,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1580
Unmapped,UNITY_DEVICE,105394,EMC Unity Device,AHISUNITY,175797,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.14,41.06,61.23,30.56,188,1580
Unmapped,VMAX_DEVICE,95061,EMC VMax Device,VMAX-195702745,159770,100.0,5.0,-1.0,1,$3.00 ,7405.08,0.0,135.13,167.37,80.74,135.16,188,1580
Unmapped,SVC_DEVICE,95609,IBM SVC Device,SVCP8,160533,100.0,5.0,-1.0,1,$1.75 ,10749.19,0.31,32.57,52.24,62.35,56.91,188,1582
Unmapped,SVC_DEVICE,95630,IBM SVC Device,AHISSVC,160537,100.0,5.0,-1.0,1,$1.75 ,24519.24,0.73,500.66,673.7,74.31,502.59,188,1582
Unmapped,COMPELLENT_DEVICE,95537,EMC Compellent Device,Ascension_30832,160524,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,283.25,295.82,95.75,283.25,188,1582
Unmapped,COMPELLENT_DEVICE,95536,EMC Compellent Device,Ascension_78970,160522,100.0,5.0,-1.0,1,$3.00 ,0.0,0.0,307.2,343.33,89.48,307.2,188,1582
Unmapped,VMAX_DEVICE,95540,EMC VMax Device,VMAX-195702745,160530,100.0,5.0,-1.0,1,$3.00 ,4995.33,0.0,135.13,167.37,80.74,135.16,188,1582
Unmapped,UNITY_DEVICE,105367,EMC Unity Device,AHISUNITY,175771,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.14,41.06,61.23,30.56,188,1582
Unmapped,SVC_DEVICE,96108,IBM SVC Device,SVCP8,161489,100.0,5.0,-1.0,1,$1.75 ,11299.01,0.35,32.19,52.23,61.63,56.91,188,1585
Unmapped,SVC_DEVICE,96154,IBM SVC Device,AHISSVC,161507,100.0,5.0,-1.0,1,$1.75 ,20219.37,0.75,500.81,673.7,74.34,502.74,188,1585
Unmapped,UNITY_DEVICE,105366,EMC Unity Device,AHISUNITY,175770,100.0,10.0,-1.0,1,$1.50 ,0.0,0.0,25.14,41.06,61.23,30.56,188,1585
Unmapped,VMAX_DEVICE,96029,EMC VMax Device,VMAX-195702745,161487,100.0,5.0,-1.0,1,$3.00 ,5578.58,0.0,135.13,167.37,80.74,135.16,188,1585
