data_center,device_type_code,count,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1505
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1508
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1508
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,555.02,725.93,76.46,581.04,188,1508
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1508
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1509
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1510
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1510
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,555.17,725.93,76.48,581.04,188,1510
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1510
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1512
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1512
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,554.8,725.93,76.43,581.04,188,1512
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1512
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1515
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1515
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,555.03,725.93,76.46,581.04,188,1515
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1515
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1517
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1517
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,554.78,725.93,76.42,581.04,188,1517
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1519
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,548.03,725.93,75.49,574.9,188,1519
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1522
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1522
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.55,725.57,72.85,555.37,188,1522
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1522
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1524
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1524
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.58,725.93,72.81,555.37,188,1524
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1526
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1526
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.88,725.94,72.85,555.37,188,1526
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1529
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1529
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.64,725.92,72.82,555.37,188,1529
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1531
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1531
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.66,725.93,72.83,555.37,188,1531
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1531
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1533
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1533
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.9,725.93,72.86,555.37,188,1533
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1533
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1536
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1536
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.7,725.93,72.83,555.37,188,1536
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1536
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1538
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1538
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.69,725.92,72.83,555.37,188,1538
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1538
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1540
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1540
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.92,725.92,72.86,555.37,188,1540
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1540
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1543
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1543
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.73,725.92,72.83,555.37,188,1543
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1543
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1545
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1545
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.71,725.92,72.83,555.37,188,1545
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1545
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1547
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1547
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.95,725.92,72.87,555.37,188,1547
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1547
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1550
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1550
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.75,725.93,72.84,555.37,188,1550
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1550
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1552
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1552
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,529.06,725.93,72.88,555.37,188,1552
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1552
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1554
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,529.0,725.93,72.87,555.37,188,1554
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1554
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1557
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1557
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.83,725.93,72.85,555.37,188,1557
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1557
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1559
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1559
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,528.83,725.93,72.85,555.37,188,1559
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1559
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1561
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1561
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,529.29,725.94,72.91,555.37,188,1561
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1561
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1564
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1564
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,530.19,725.93,73.04,556.12,188,1564
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1564
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1566
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1566
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,530.21,725.93,73.04,556.12,188,1566
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,45.83,54.82,25.12,188,1566
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1568
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1568
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,530.55,725.94,73.08,556.12,188,1568
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,41.06,61.19,30.86,188,1568
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1571
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1571
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,532.18,725.93,73.31,558.5,188,1571
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,41.06,61.19,30.86,188,1571
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1573
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1573
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,532.18,725.93,73.31,558.5,188,1573
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,41.06,61.19,30.86,188,1573
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1575
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1575
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,532.72,725.93,73.38,559.2,188,1575
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.12,41.06,61.19,30.86,188,1575
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1578
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1578
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,532.77,725.93,73.39,559.5,188,1578
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.22,41.06,61.43,30.56,188,1578
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1580
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1580
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,532.81,725.93,73.4,559.5,188,1580
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1580
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1582
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1582
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.22,725.94,73.45,559.5,188,1582
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1582
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1585
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1585
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,532.99,725.93,73.42,559.65,188,1585
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1585
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1587
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1587
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.0,725.93,73.42,559.65,188,1587
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1587
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1589
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1589
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.35,725.93,73.47,559.66,188,1589
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1589
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1592
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1592
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.01,725.93,73.42,559.66,188,1592
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1592
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1594
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1594
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.06,725.93,73.43,559.66,188,1594
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1594
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1596
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1596
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.46,725.94,73.49,559.66,188,1596
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1596
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1599
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1599
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.7,725.93,73.52,560.26,188,1599
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1599
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1601
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1601
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.64,725.92,73.51,560.26,188,1601
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1601
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1603
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1603
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,534.02,725.92,73.56,560.26,188,1603
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1603
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1606
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1606
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.69,725.92,73.52,560.26,188,1606
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1606
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1608
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1608
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.74,725.92,73.53,560.26,188,1608
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1608
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1610
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1610
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.76,725.92,73.53,560.26,188,1610
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1610
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1613
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1613
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.86,725.92,73.54,560.26,188,1613
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1613
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1615
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1615
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,533.76,725.92,73.53,560.26,188,1615
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1615
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1617
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1617
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,534.06,725.92,73.57,560.26,188,1617
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1617
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1620
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1620
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,534.09,725.92,73.57,560.57,188,1620
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1620
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1622
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1622
Plano,SVC_DEVICE,3,IBM SVC Device,300.0,15.0,1.75,567.16,778.15,72.89,618.08,188,1622
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1622
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1624
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1624
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,530.55,725.92,73.09,556.97,188,1624
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1624
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1627
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1627
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,531.06,725.92,73.16,556.97,188,1627
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1627
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.45,639.14,92.38,590.45,188,1629
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1629
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,531.08,725.92,73.16,556.97,188,1629
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1629
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1631
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1631
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.52,725.92,66.33,507.01,188,1631
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1631
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1634
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1634
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.07,725.92,66.27,508.44,188,1634
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1634
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1636
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1636
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.11,725.92,66.28,508.44,188,1636
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1636
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1638
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1638
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.4,725.92,66.32,508.44,188,1638
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1638
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1641
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1641
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.08,725.92,66.27,508.44,188,1641
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1641
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1643
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1643
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.25,725.92,66.3,508.44,188,1643
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1643
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1645
