data_center,device_type_code,count,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1645
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.38,725.92,66.31,508.44,188,1645
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1645
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1648
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1648
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.09,725.92,66.27,508.44,188,1648
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1648
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1650
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1650
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.14,725.92,66.28,508.44,188,1650
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1650
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.55,639.14,92.4,590.55,188,1652
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1652
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,481.14,725.92,66.28,508.14,188,1652
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1652
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1655
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1655
Plano,SVC_DEVICE,2,IBM SVC Device,200.0,10.0,1.75,482.47,725.92,66.46,509.52,188,1655
Plano,UNITY_DEVICE,1,EMC Unity Device,100.0,10.0,1.5,25.14,41.06,61.23,30.56,188,1655
Backend,COMPELLENT_DEVICE,2,EMC Compellent Device,200.0,10.0,3.0,590.75,639.14,92.43,590.75,188,1657
Backend,VMAX_DEVICE,1,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1657
